Timestamp,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Degree,GAD_T,SWL_T,SPIN_T
42054.68859,2,1,2,0,1,2,3,0,1,1,4,1,6,4,1,30.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,5.0,0,19,3,1,11,13,25.0
42054.68865,2,1,2,1,3,2,3,1,2,3,2,2,2,4,1,16.0,50.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,18,0,1,14,11,33.0
42054.68866,1,1,1,1,1,1,1,1,2,3,2,1,1,4,1,35.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,19,3,1,7,9,4.0
42054.68868,0,0,0,0,0,0,0,0,3,5,5,3,3,4,1,30.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0,25,0,-1,0,19,8.0
42054.68872,0,0,1,0,0,0,1,1,3,4,6,4,5,4,1,28.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0,24,1,1,2,22,13.0
42054.68873,1,2,3,0,1,1,2,0,2,2,2,1,1,4,1,30.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0,18,2,1,10,8,24.0
42054.68875,0,0,0,0,0,0,0,0,2,1,6,4,2,4,1,20.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0,23,2,-1,0,15,5.0
42054.68875,1,0,1,0,1,1,0,1,1,3,1,1,3,4,1,10.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0,30,1,-1,4,9,36.0
42054.68876,0,0,1,0,0,0,0,0,6,6,6,5,4,4,1,10.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0,18,2,1,1,27,11.0
42054.68879,2,1,0,1,0,1,1,1,5,5,4,3,4,4,1,25.0,15.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,29,2,-1,6,21,9.0
42054.6888,1,1,0,0,0,2,0,1,4,3,5,5,3,4,1,16.0,10.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0,18,2,1,4,20,17.0
42054.68883,1,0,1,1,0,0,0,1,4,6,5,4,5,4,0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,23,2,-1,3,24,3.0
42054.68883,0,0,0,0,0,0,0,0,6,6,6,4,4,4,1,28.0,28.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,19,2,1,0,26,7.0
42054.68889,1,0,1,0,3,3,3,2,4,4,2,3,1,4,1,4.0,40.0,0.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,2.0,4.0,4.0,0.0,4.0,1.0,0,21,2,1,11,14,44.0
42054.68893,0,0,1,3,1,2,2,2,1,4,1,1,1,4,1,35.0,20.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,0,21,2,1,9,8,9.0
42054.68893,0,0,0,0,0,0,0,0,6,6,6,6,5,4,1,14.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0,22,2,1,0,29,3.0
42054.68901,0,0,1,1,0,1,0,0,6,6,7,7,6,8,1,20.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,0,18,2,1,3,32,25.0
42054.68904,0,1,1,0,0,0,0,0,4,4,4,4,3,4,1,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,22,2,-1,2,19,3.0
42054.68904,0,0,1,2,1,2,1,1,1,2,1,2,1,4,1,12.0,10.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,4.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0,25,1,1,7,7,25.0
42054.68905,1,1,1,1,0,0,1,1,7,1,2,1,1,4,1,16.0,20.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0,26,1,-1,5,12,34.0
42054.68913,1,0,2,1,0,2,0,1,7,7,6,7,7,4,1,5.0,3.0,0.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,22,1,-1,6,34,23.0
42054.68935,0,0,0,0,0,0,0,0,2,2,4,2,3,4,1,30.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0,25,0,1,0,13,26.0
42054.68935,1,1,2,1,0,2,0,1,4,6,4,2,2,4,1,10.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0,20,2,-1,7,18,28.0
42054.68939,3,3,3,2,2,1,2,1,5,3,5,5,3,1,0,7.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,0.0,1.0,3.0,2.0,3.0,3.0,0,31,1,-1,16,21,44.0
42054.68939,2,0,1,1,0,0,1,1,5,3,5,2,5,4,1,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,19,2,1,5,20,8.0
42054.6894,1,1,2,2,1,2,1,1,2,6,4,3,3,4,1,25.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,0,18,2,1,10,18,39.0
42054.68943,2,1,1,1,0,2,0,1,6,7,6,6,5,5,1,12.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0,19,2,-1,7,30,19.0
42054.68943,1,1,1,1,3,1,2,1,4,3,2,2,1,4,1,20.0,15.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,0,19,2,1,10,12,56.0
42054.68945,0,0,1,0,2,0,0,0,6,7,6,7,5,4,1,10.0,20.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,23,1,-1,3,31,5.0
42054.68946,0,0,0,0,0,0,0,0,6,7,7,6,6,2,1,20.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,21,2,-1,0,32,4.0
42054.68952,1,1,3,2,0,0,1,3,2,4,2,6,4,4,1,3.0,60.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,2.0,0,26,2,-1,8,18,32.0
42054.68955,3,3,3,0,0,0,3,2,6,5,6,3,6,4,1,28.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0,21,2,1,12,26,13.0
42054.68961,1,0,0,2,0,1,0,0,5,5,5,5,6,4,1,21.0,16.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0,19,2,-1,4,26,19.0
42054.68963,1,1,3,2,2,2,2,1,2,3,1,6,7,4,1,50.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,22,2,-1,13,19,4.0
42054.68973,0,0,1,0,0,0,0,0,5,6,6,5,4,4,1,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,19,2,1,1,26,9.0
42054.68973,0,0,0,0,0,0,0,0,3,4,5,5,5,4,1,15.0,25.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1,21,2,-1,0,22,24.0
42054.68973,0,0,0,1,0,1,0,0,3,7,2,6,2,4,1,25.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0,19,3,1,2,20,19.0
42054.68975,1,1,1,2,0,1,2,1,2,6,1,2,1,4,1,18.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0,19,0,1,8,12,27.0
42054.68977,1,0,0,1,1,1,0,0,3,3,5,2,1,2,1,35.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0,20,2,1,4,14,10.0
42054.68979,1,0,1,1,1,1,0,1,4,5,5,4,5,4,1,15.0,10.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,20,2,1,5,23,18.0
42054.68982,2,1,1,2,1,0,0,1,4,5,4,5,3,4,1,45.0,10.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,3.0,3.0,2.0,3.0,0,18,3,1,7,21,30.0
42054.68985,1,0,0,0,0,0,0,0,3,5,6,6,3,4,1,12.0,10.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,22,2,-1,1,23,12.0
42054.68987,0,1,1,0,0,2,2,1,2,3,1,1,1,4,1,30.0,10.0,1.0,0.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,0,22,2,1,6,8,55.0
42054.68988,1,1,1,2,1,1,1,1,2,4,3,1,2,4,1,18.0,8.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,0,24,2,1,8,12,46.0
42054.68991,1,1,0,0,1,2,0,1,2,6,4,2,2,4,1,8.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0,23,2,1,5,16,12.0
42054.68992,1,0,1,1,0,1,1,1,1,4,4,2,4,4,1,28.0,12.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,0,18,2,-1,5,15,41.0
42054.68993,1,1,1,1,0,1,2,1,5,5,4,3,5,4,1,14.0,7.0,2.0,2.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,0,18,1,1,7,22,31.0
42054.68995,1,0,0,0,1,1,0,1,5,6,6,6,5,4,1,6.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0,26,2,-1,3,28,7.0
42054.68995,1,1,1,2,1,1,0,1,4,5,2,2,3,4,1,28.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0,20,2,1,7,16,19.0
42054.68999,1,1,1,0,0,0,2,1,2,5,4,4,4,4,1,12.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,0,19,2,1,5,19,51.0
42054.69001,0,1,2,0,0,1,0,0,5,5,5,3,2,4,1,15.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0,32,1,-1,4,20,6.0
42054.69011,1,1,0,0,1,2,0,1,5,5,7,7,2,4,1,25.0,10.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,0,21,2,-1,5,26,29.0
42054.69013,0,0,1,0,0,1,0,0,4,3,4,2,3,5,1,30.0,20.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0,18,2,1,2,16,22.0
42054.69015,1,3,2,0,0,0,1,2,4,4,5,6,6,4,1,24.0,14.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,3.0,1.0,4.0,1.0,1,22,2,-1,7,25,33.0
42054.69015,3,2,3,1,1,1,2,1,1,1,2,1,1,4,1,12.0,20.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,0,27,0,-1,13,6,58.0
42054.69016,0,0,1,0,0,0,1,0,6,6,7,6,7,4,1,45.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,19,2,1,2,32,1.0
42054.6902,1,0,1,0,0,0,0,0,5,6,7,6,5,4,1,8.0,30.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0,20,2,1,2,29,13.0
42054.69022,2,2,1,3,2,3,2,0,3,2,6,6,2,4,1,5.0,4.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,4.0,0,18,2,1,15,19,21.0
42054.69023,1,0,0,0,0,1,0,0,6,7,7,5,6,4,1,30.0,14.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0,19,2,1,2,31,12.0
42054.69024,0,0,0,0,0,1,0,0,3,6,7,4,2,4,1,44.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,23,2,1,1,22,6.0
42054.69029,1,2,1,0,0,1,1,0,3,3,6,5,4,4,1,20.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,19,2,1,6,21,10.0
42054.69029,0,0,0,1,1,2,0,0,3,6,5,4,2,4,1,18.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0,22,2,-1,4,20,4.0
42054.69032,1,1,0,0,0,1,0,1,5,6,5,6,6,4,1,15.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0,19,2,1,3,28,13.0
42054.6904,1,1,1,1,0,1,1,1,6,6,5,5,6,5,1,20.0,20.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0,18,2,1,6,28,20.0
42054.69048,2,1,1,1,0,1,1,1,1,6,2,2,1,1,1,25.0,25.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1,22,2,1,7,12,29.0
42054.69053,0,0,0,0,0,0,0,0,3,6,6,5,7,4,1,12.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,20,1,-1,0,27,5.0
42054.69058,1,1,1,1,3,1,0,0,6,7,7,7,7,4,1,16.0,2.0,0.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,0.0,4.0,4.0,1,24,1,-1,8,34,52.0
42054.69059,1,1,2,2,3,1,1,1,2,6,5,5,2,4,1,30.0,2.0,1.0,3.0,4.0,2.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,0,18,2,1,11,20,32.0
42054.6906,1,2,2,0,0,1,1,0,5,6,5,2,3,4,1,12.0,18.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0,23,1,1,7,21,38.0
42054.69064,0,0,0,0,0,1,0,1,4,5,5,5,5,4,1,25.0,10.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0,19,2,-1,1,24,35.0
42054.69074,3,2,2,2,0,2,0,1,2,3,5,2,5,4,1,25.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,24,2,2,11,17,9.0
42054.69074,1,2,3,1,1,1,2,1,2,3,3,1,2,4,1,20.0,16.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,0,20,0,1,11,11,35.0
42054.69077,0,0,1,0,1,0,0,1,5,5,5,6,1,4,1,30.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,24,2,-1,2,22,3.0
42054.6908,0,0,1,0,0,0,0,0,4,4,5,3,2,5,1,20.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,0,19,1,1,1,18,24.0
42054.69082,3,3,3,3,3,3,3,3,1,4,1,1,1,4,1,15.0,15.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,5.0,0,20,1,1,21,8,54.0
42054.69083,1,2,3,2,1,2,3,1,3,3,4,6,3,4,1,4.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,0,21,1,1,14,19,38.0
42054.69084,1,1,1,1,1,1,0,1,2,2,2,2,1,4,1,30.0,15.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0,19,1,1,6,9,10.0
42054.69086,3,1,2,0,1,2,1,1,1,1,1,1,1,4,1,21.0,7.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,0.0,3.0,3.0,1.0,3.0,2.0,1.0,0,19,2,1,10,5,43.0
42054.6909,3,3,3,2,0,1,1,2,2,4,2,2,4,4,1,20.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0,18,0,1,13,14,22.0
42054.69091,1,1,1,1,1,1,0,1,5,6,5,5,2,4,1,12.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0,31,1,-1,6,23,35.0
42054.69091,1,0,0,1,0,1,1,0,7,7,7,5,5,4,1,20.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,19,2,1,4,31,5.0
42054.69091,1,1,2,0,0,1,0,1,5,6,6,6,5,4,1,6.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1,22,2,1,5,28,16.0
42054.69092,1,1,0,0,0,1,0,0,5,6,4,3,6,4,1,35.0,30.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0,18,2,1,3,24,27.0
42054.69099,1,2,2,0,0,0,2,0,5,6,4,1,3,4,1,20.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,0,18,2,-1,7,19,24.0
42054.691,3,3,3,3,0,3,1,2,2,4,3,1,1,4,1,24.0,5.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0,18,2,1,16,11,21.0
42054.69103,0,0,1,0,0,0,0,0,6,5,5,4,5,4,1,20.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,19,2,1,1,25,4.0
42054.69108,1,0,0,0,0,0,0,0,5,5,5,3,5,4,1,15.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,19,2,1,1,23,4.0
42054.69108,2,3,3,1,1,2,2,1,2,4,4,2,2,4,1,28.0,9.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0,20,0,1,14,14,26.0
42054.6911,0,1,1,0,0,0,0,0,6,6,6,7,6,4,1,40.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,18,3,1,2,31,9.0
42054.6912,0,0,0,0,0,1,0,0,2,3,2,4,7,4,1,25.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,24,1,1,1,18,6.0
42054.69122,3,2,3,1,0,0,0,1,2,2,3,2,2,4,1,25.0,20.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0,19,2,1,9,11,25.0
42054.69123,0,0,0,0,0,0,0,0,6,6,6,6,6,1,1,15.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,27,1,-1,0,30,4.0
42054.69126,0,0,1,1,0,0,0,0,4,4,6,5,1,4,1,56.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,19,3,1,2,20,4.0
42054.69133,3,1,3,0,0,2,0,0,1,3,1,1,1,4,1,30.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,0,27,0,-1,9,7,15.0
42054.69134,1,0,0,1,0,0,0,1,6,7,6,7,7,0,1,25.0,12.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0,24,2,1,2,33,16.0
42054.69137,1,0,0,2,0,1,0,2,2,2,3,2,2,4,1,20.0,10.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0,32,0,-1,4,11,19.0
42054.69137,0,0,0,1,0,0,0,0,2,6,6,2,2,4,1,20.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,21,2,1,1,18,7.0
42054.69141,1,1,1,1,0,2,1,1,5,5,3,5,2,4,1,10.0,12.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,4.0,0,24,1,-1,7,20,19.0
42054.69146,0,0,1,0,0,0,1,1,4,5,6,7,2,1,1,25.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0,20,2,1,2,24,16.0
42054.69146,1,2,1,1,0,1,2,0,2,2,2,2,6,4,1,35.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,1,18,3,1,8,14,35.0
42054.69147,0,2,3,1,0,1,1,1,5,4,5,4,1,4,1,10.0,30.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0,24,2,1,8,19,17.0
42054.69151,1,1,1,1,1,1,0,1,6,6,4,6,4,4,1,15.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0,25,2,1,6,26,12.0
42054.69154,1,2,2,0,0,1,2,0,5,3,5,4,2,4,1,35.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,0.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,0,19,0,-1,8,19,31.0
42054.69155,0,0,0,0,0,0,0,0,4,4,6,5,6,4,1,15.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,26,1,1,0,25,8.0
